OSEBuildingID,DataYear,NumberofFloors,PropertyGFABuilding(s),PropertyGFAParking,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEnergyUseWN(kBtu),SourceEUI(kBtu/sf),LargestPropertyUseTypeGFA,Electricity(kBtu),NaturalGas(kBtu),GHGEmissionsIntensity,OHE_Campus,OHE_Multifamily,OHE_NonResidential,OHE_SPS-District K-12,OHE_Autres_TaxParcelIdentificationNumber,OHE_Autres_Neighborhood,OHE_BALLARD,OHE_CENTRAL,OHE_DELRIDGE NEIGHBORHOODS,OHE_DOWNTOWN,OHE_EAST,OHE_GREATER DUWAMISH,OHE_LAKE UNION,OHE_MAGNOLIA / QUEEN ANNE,OHE_NORTH,OHE_NORTHEAST,OHE_NORTHWEST,OHE_SOUTHEAST,OHE_SOUTHWEST,OHE_Autres_LargestPropertyUseType,OHE_Distribution Center,OHE_Hotel,OHE_K-12 School,OHE_Multifamily Housing,OHE_Non-Refrigerated Warehouse,OHE_Office,OHE_Other,OHE_Retail Store,OHE_Worship Facility,OHE_Autres_ComplianceStatus,OHE_Compliant,OHE_Not Compliant,OHE_Account Requires Verification,OHE_Autres_ComplianceIssue,OHE_No Issue,OHE_Portfolio Manager Account Not Shared
15.0,2019.0,4.0,43645.0,0.0,78.6,36.1,1773587.0,83.3,41615.0,1145137.0,338864.0,0.6,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
16.0,2019.0,4.0,43645.0,0.0,36.0,36.1,1773587.0,83.3,41615.0,1145137.0,338864.0,0.6,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
17.0,2019.0,4.0,65009.0,0.0,71.0,36.1,1773587.0,83.3,65009.0,1277690.0,338864.0,0.6,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
18.0,2019.0,4.0,43645.0,0.0,72.0,36.1,1773587.0,83.3,41615.0,1145137.0,338864.0,0.6,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
19.0,2019.0,4.0,66990.0,0.0,78.6,36.1,1773587.0,83.3,41615.0,1145137.0,338864.0,0.6,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
21.0,2019.0,4.0,43645.0,0.0,84.2,43.4,1773587.0,83.3,41615.0,1145137.0,0.0,0.4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
22.0,2019.0,6.0,43645.0,0.0,72.6,36.1,1773587.0,83.3,61528.0,1145137.0,338864.0,0.6,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
23.0,2019.0,4.0,43645.0,0.0,35.0,36.1,1773587.0,83.3,41615.0,1145137.0,338864.0,0.6,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
24.0,2019.0,5.0,57452.0,0.0,54.4,36.1,1773587.0,83.3,16442.0,1145137.0,338864.0,0.6,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
25.0,2019.0,4.0,43645.0,0.0,61.0,36.1,1773587.0,83.3,41615.0,1145137.0,608807.0,0.6,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
26.0,2019.0,4.0,43645.0,0.0,60.0,36.1,1773587.0,83.3,41615.0,1145137.0,338864.0,0.6,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
27.0,2019.0,4.0,43645.0,0.0,43.2,36.1,1773587.0,83.3,41615.0,1145137.0,338864.0,0.6,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
28.0,2019.0,2.0,56228.0,0.0,91.0,28.1,1653253.0,53.8,58916.0,819208.0,834045.0,0.9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
29.0,2019.0,6.0,58006.0,0.0,96.0,49.6,1773587.0,83.3,41615.0,1145137.0,338864.0,1.4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
30.0,2019.0,7.0,43645.0,0.0,51.0,36.1,1773587.0,83.3,41615.0,1145137.0,338864.0,0.6,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
32.0,2019.0,8.0,43645.0,0.0,74.0,36.1,1773587.0,83.3,41615.0,1145137.0,338864.0,0.6,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
33.0,2019.0,4.0,43645.0,0.0,75.0,36.1,1773587.0,83.3,41615.0,1145137.0,338864.0,0.6,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
34.0,2019.0,1.0,43645.0,0.0,59.0,39.8,1773587.0,66.1,41615.0,1758078.0,338864.0,0.6,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
35.0,2019.0,5.0,52210.0,0.0,59.0,36.1,1773587.0,83.3,52210.0,1145137.0,338864.0,0.6,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
36.0,2019.0,2.0,43645.0,0.0,71.0,41.0,1773587.0,60.0,41615.0,1603625.0,338864.0,0.6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
37.0,2019.0,2.0,51582.0,0.0,70.0,27.2,1497974.0,76.0,55166.0,1497974.0,0.0,0.2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
38.0,2019.0,3.0,43645.0,0.0,45.2,36.1,1773587.0,83.5,43615.0,1103844.0,338864.0,0.6,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
40.0,2019.0,4.0,43645.0,0.0,32.0,36.1,1773587.0,83.3,41615.0,1145137.0,338864.0,0.6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
41.0,2019.0,2.0,26225.0,0.0,86.0,36.1,314906.0,83.3,45574.0,278006.0,36900.0,0.1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
43.0,2019.0,3.0,43645.0,0.0,52.2,36.1,1773587.0,83.3,41615.0,1145137.0,338864.0,0.6,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
50.0,2019.0,2.0,54986.0,0.0,68.0,34.2,1881906.0,74.8,54986.0,1222646.0,659259.0,0.8,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
51.0,2019.0,2.0,43645.0,0.0,84.0,42.3,1773587.0,60.2,41615.0,1614420.0,338864.0,0.6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
52.0,2019.0,2.0,43645.0,0.0,78.6,36.1,1773587.0,83.3,28055.0,1145137.0,338864.0,0.6,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
53.0,2019.0,2.0,52554.0,0.0,79.0,45.7,2689138.0,73.7,51029.0,866760.0,338864.0,0.6,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
54.0,2019.0,3.0,43645.0,0.0,67.0,36.1,1773587.0,89.5,41615.0,1145137.0,338864.0,0.6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
55.0,2019.0,3.0,43645.0,0.0,71.2,35.9,2532612.0,77.3,38439.0,1594760.0,338864.0,0.8,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
56.0,2019.0,4.0,43645.0,0.0,96.0,42.2,1773587.0,90.4,41615.0,1145137.0,338864.0,0.6,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
57.0,2019.0,5.0,43645.0,0.0,77.0,51.9,1773587.0,83.3,41615.0,1145137.0,0.0,0.6,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
58.0,2019.0,2.0,57428.0,0.0,90.4,15.0,498808.6,83.3,51747.0,0.0,462236.0,0.4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
59.0,2019.0,8.0,59400.0,0.0,61.6,40.8,2242016.0,83.3,48366.0,1145137.0,0.0,0.2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
60.0,2019.0,2.0,52549.0,0.0,61.4,36.1,1773587.0,83.3,23500.0,1145137.0,338864.0,0.6,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
62.0,2019.0,4.0,43645.0,0.0,56.0,36.1,1773587.0,83.3,41615.0,1145137.0,338864.0,0.6,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
63.0,2019.0,4.0,43645.0,0.0,67.0,36.1,1773587.0,83.3,41615.0,1145137.0,338864.0,0.6,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
65.0,2019.0,7.0,57420.0,0.0,98.0,36.1,1773587.0,83.3,57420.0,1145137.0,338864.0,0.6,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
66.0,2019.0,7.0,43645.0,0.0,100.0,46.1,1773587.0,66.4,41615.0,1322601.0,338864.0,0.6,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
67.0,2019.0,5.0,43645.0,0.0,95.0,36.1,1773587.0,83.3,41615.0,1145137.0,338864.0,0.6,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
68.0,2019.0,7.0,43645.0,0.0,92.0,36.1,1773587.0,83.3,41615.0,1145137.0,338864.0,0.6,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
69.0,2019.0,6.0,43645.0,0.0,86.0,36.1,1773587.0,83.3,41615.0,1145137.0,338864.0,0.6,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
70.0,2019.0,6.0,43645.0,0.0,94.0,47.6,1773587.0,97.3,41615.0,1145137.0,338864.0,0.6,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
73.0,2019.0,3.0,56072.0,0.0,54.0,36.1,1773587.0,83.5,56072.0,546284.0,338864.0,0.6,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
77.0,2019.0,4.0,43645.0,0.0,98.0,52.6,1773587.0,83.3,41615.0,1145137.0,338864.0,1.4,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
82.0,2019.0,2.0,54984.0,0.0,61.0,36.1,1773587.0,83.3,54984.0,1838345.0,338864.0,0.6,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
84.0,2019.0,5.0,43645.0,0.0,35.0,36.1,1773587.0,83.3,41615.0,1145137.0,338864.0,0.6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
316.0,2019.0,8.0,43645.0,0.0,35.0,36.1,1773587.0,83.3,41615.0,1145137.0,338864.0,0.6,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
85.0,2019.0,2.0,43645.0,0.0,78.6,36.1,1773587.0,83.3,41615.0,1145137.0,338864.0,0.6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
86.0,2019.0,6.0,63371.0,0.0,98.0,47.5,3012965.0,83.3,63371.0,1145137.0,338864.0,1.1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
87.0,2019.0,3.0,43645.0,0.0,97.0,22.4,2029770.0,83.3,41615.0,1170805.0,338864.0,0.7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
89.0,2019.0,3.0,43645.0,0.0,61.0,36.1,1773587.0,83.3,41615.0,1145137.0,338864.0,0.6,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
95.0,2019.0,7.0,43645.0,0.0,75.0,36.1,1773587.0,83.3,41615.0,1145137.0,338864.0,0.6,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
96.0,2019.0,6.0,43645.0,0.0,60.6,36.1,1773587.0,83.3,40654.0,1145137.0,0.0,0.6,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
100.0,2019.0,5.0,43645.0,0.0,91.0,52.6,1773587.0,83.3,41615.0,1145137.0,338864.0,0.8,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
102.0,2019.0,7.0,43645.0,0.0,72.0,36.1,1773587.0,83.3,41615.0,1145137.0,338864.0,0.6,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
104.0,2019.0,1.0,43645.0,0.0,74.4,36.1,1773587.0,83.3,65000.0,1145137.0,0.0,0.6,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
106.0,2019.0,5.0,43645.0,0.0,60.6,49.5,1773587.0,97.2,41615.0,1145137.0,0.0,1.1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
107.0,2019.0,4.0,43645.0,0.0,88.0,36.1,1773587.0,83.3,41615.0,1145137.0,338864.0,0.9,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
110.0,2019.0,2.0,52000.0,0.0,54.6,36.1,1773587.0,83.3,54981.0,1145137.0,0.0,0.6,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
112.0,2019.0,2.0,43645.0,0.0,60.2,36.1,1773587.0,83.3,41615.0,1145137.0,488070.0,0.6,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
113.0,2019.0,2.0,63888.0,0.0,56.0,36.1,1773587.0,83.3,45900.0,1145137.0,0.0,0.4,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
114.0,2019.0,6.0,43645.0,0.0,82.0,52.4,1773587.0,83.3,41615.0,1145137.0,338864.0,1.3,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
115.0,2019.0,4.0,50283.0,0.0,70.0,36.1,3040440.0,83.3,48546.0,1145137.0,808525.0,1.1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
116.0,2019.0,6.0,43645.0,0.0,72.0,36.1,1773587.0,83.3,41615.0,1145137.0,338864.0,0.6,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
117.0,2019.0,4.0,60953.0,0.0,37.0,36.1,1773587.0,83.3,52953.0,1145137.0,338864.0,0.6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
118.0,2019.0,3.0,43645.0,0.0,78.0,30.4,2294123.0,70.6,41615.0,1664781.0,629342.0,0.6,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
119.0,2019.0,3.0,67743.0,0.0,78.6,49.6,1773587.0,90.2,41615.0,1473537.0,338864.0,0.6,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
121.0,2019.0,3.0,63681.0,0.0,51.0,36.1,1773587.0,83.3,63681.0,1145137.0,0.0,0.5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
122.0,2019.0,2.0,60725.0,0.0,47.0,34.0,2065346.0,95.2,60725.0,1145137.0,0.0,0.2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
125.0,2019.0,1.0,43645.0,0.0,45.0,36.1,1773587.0,89.5,41615.0,1145137.0,338864.0,0.6,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
127.0,2019.0,3.0,59955.0,0.0,72.0,26.4,1583226.0,69.0,59955.0,1414316.0,168910.0,0.3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
130.0,2019.0,2.0,43645.0,0.0,69.0,34.2,1773587.0,63.8,41615.0,1488084.0,338864.0,1.1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
131.0,2019.0,4.0,56521.0,0.0,37.0,36.1,1773587.0,83.3,49000.0,1145137.0,0.0,0.6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
132.0,2019.0,2.0,43645.0,0.0,91.0,36.1,1773587.0,83.3,41615.0,1145137.0,338864.0,0.6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
136.0,2019.0,4.0,51390.0,0.0,84.0,36.1,1773587.0,83.3,51390.0,1478988.0,338864.0,0.6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
137.0,2019.0,2.0,43645.0,0.0,86.0,38.8,1773587.0,65.1,41615.0,1836186.0,338864.0,1.4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
138.0,2019.0,1.0,43645.0,0.0,86.0,45.8,1773587.0,71.5,41615.0,1145137.0,338864.0,0.6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
139.0,2019.0,3.0,43645.0,0.0,93.0,36.6,2586172.0,74.7,41615.0,1461172.0,338864.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
140.0,2019.0,3.0,66588.0,0.0,100.0,36.1,437900.0,83.3,41615.0,437900.0,0.0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
141.0,2019.0,3.0,44324.0,0.0,80.6,33.2,1569847.0,64.3,47307.0,797395.0,772452.0,1.0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
144.0,2019.0,5.0,43645.0,0.0,99.0,33.4,1773587.0,77.1,41615.0,1145137.0,338864.0,0.6,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
145.0,2019.0,6.0,43645.0,0.0,63.2,36.1,1773587.0,83.3,41615.0,1145137.0,524261.0,0.6,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
147.0,2019.0,5.0,43645.0,0.0,37.0,36.1,1773587.0,83.3,41615.0,1145137.0,338864.0,0.6,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
163.0,2019.0,4.0,61156.0,0.0,33.8,36.1,1773587.0,83.3,30301.0,1145137.0,338864.0,0.6,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
